business_id,length(text)
NFm869_w6cvVaWaNpAzjeA,2085
qUPUCcBbn-ugXFSItXLmGw,342
VO-p1uczeMbzH8bEAv-RgA,240
uTCOEqjuVAXUOzti5TWj2Q,1107
O0hMAhsPFociX9wBMIBOdg,610
I6EDDi4-Eq_XlFghcDCUhw,448
SRrW_Vz38dY36cWGZDC7Nw,129
mu9dvGhnpyEBgyUs5lmBjA,1044
CIsHnoLZHT24xwyT7FO09g,219
7pkiQvVfcsa-wtBEeNHHUg,825
hDlRzzxfVkVNjnveJ8sLmg,561
A-ToCCe7d2lWM2uXGVMO7g,316
EOUDjT34xPixuxEcEr7sNA,115
UlP5qmv5hkbLUL7xlWKmZQ,813
wHq1efQVz17338k_aUOX3w,197
zRqi6L1u-YmmVAHjeUbGMQ,133
MQEpDvkdL39hh1N0We3Vaw,196
RUjBzTlEelxgeDevqR6osQ,792
GsM861AEBcL7CNGl5ds-lQ,128
gBy6UXTpoSHhW6qd15XU0g,717
dLc1d1zwd1Teu2QED5TmlA,157
3qTSOuJ-ZyU1L7o62KHSIg,1071
mnwRtuVQEsIUomBchu0gwg,516
HqIKlhg6OKhpBfEvMwSIwA,371
XuVPAuCRO3ps9XN81jxFFw,190
RHi3Bn4HBGBp105LdVlZbQ,288
0QHMAUi6NdOUZ1ckXq0-sA,303
T1EKhweXQnRP3niBrBL7Ug,3699
neEVHV7XxW-p-WJyX7SL4w,640
uuGL8diLlHfeUeFuod3F-w,660
FtI1-LYD3qLujfdBQWbBHg,1683
tVW7pefO8xIgWMF86oVhKQ,177
62zEyjc1gsTVPKzLOWHXfA,822
